ActualElapsedTime,CRSArrTime,CRSDepTime,DayofMonth,DayofWeek,Dest,Distance,FlightNum,Month,Origin,UniqueCarrier,Year,label_ArrDelayBinary
40,716,625,26,1,68,175,685,3,195,25,1990,0
113,1411,1200,24,3,93,632,385,5,41,16,2006,0
92,2207,2017,12,1,84,547,186,6,20,11,2006,1
149,1720,1555,7,7,235,678,1955,1,249,25,2001,1
47,1815,1725,1,7,270,99,7949,6,153,6,2003,0
107,1536,1355,17,7,242,569,595,12,300,3,2000,1
162,852,700,25,5,151,1117,1907,7,255,5,1997,0
68,2120,2010,20,3,272,345,844,5,177,26,1998,0
102,2225,2035,20,1,20,595,362,7,210,7,1998,0
146,1100,740,11,7,151,861,598,11,87,5,2001,0
266,531,2250,25,6,291,2338,4522,3,234,23,2006,1
102,1614,1540,31,1,215,448,811,3,20,7,1997,1
158,1126,735,1,3,251,1117,2511,11,154,27,2006,0
122,1822,1505,8,3,151,861,294,8,87,5,1990,0
78,938,820,13,1,291,363,1847,6,238,25,1988,0
75,1154,1045,4,4,294,190,3351,9,89,15,2003,1
105,952,755,17,3,68,644,855,11,26,25,1999,0
96,1943,1650,22,4,0,654,260,7,239,24,1993,0
123,1053,755,3,5,84,719,212,12,313,22,1999,1
121,1858,1645,8,5,198,758,1451,2,153,24,1991,0
98,954,725,8,1,78,555,352,2,169,7,1988,1
55,2344,2255,13,5,117,295,1886,1,35,7,1989,1
53,1333,1240,26,4,198,193,1666,1,210,7,1995,1
63,1056,950,14,7,105,160,3288,11,264,27,2004,0
51,1632,1530,23,7,154,159,2171,3,154,27,2003,0
161,1357,1211,7,5,235,1005,1413,9,201,1,2001,0
100,1754,1615,31,7,291,550,148,10,246,24,1993,1
245,1113,900,10,7,280,1558,203,1,313,22,1999,0
77,1003,950,11,1,246,328,653,10,2,13,1993,1
59,2129,2030,28,5,84,214,1769,3,184,7,1997,0
143,2020,1745,31,3,235,978,2404,1,22,1,2007,0
85,2200,2040,18,3,181,461,1107,4,135,25,1990,1
70,1300,1200,28,2,113,318,1601,12,170,5,1993,1
73,1506,1259,19,5,82,338,228,1,313,22,1996,1
133,2118,2015,3,5,2,744,665,11,154,5,1995,1
119,1722,1630,21,6,224,700,399,8,79,7,1999,0
211,1533,1115,9,4,105,1372,1134,12,89,5,1999,1
315,1530,1315,5,3,280,2253,179,4,153,24,2000,0
89,1502,1330,31,3,87,460,3071,7,199,1,2002,0
113,1925,1719,2,1,105,745,600,12,20,7,1991,0
110,648,600,31,2,246,602,2620,8,87,13,1999,0
75,2224,2105,10,4,20,445,988,11,312,7,1988,0
71,2232,2015,11,3,251,412,370,5,239,24,1994,0
236,1124,905,21,1,242,1739,397,6,239,1,1993,0
116,1704,1515,21,2,290,671,363,10,232,3,2003,1
132,1428,1220,26,3,198,758,2002,4,153,25,1995,1
85,1553,1425,28,6,177,458,1641,3,154,5,1998,0
180,2030,1520,29,1,196,1363,1355,7,179,26,2002,0
39,1232,1155,21,1,230,100,528,8,146,12,2006,0
99,2220,2035,24,1,20,515,172,4,283,11,2006,1
135,2205,1840,10,2,319,972,370,8,285,26,2004,0
49,2303,2203,16,4,52,191,4625,2,20,9,2006,1
147,1908,1621,2,3,290,978,497,1,307,3,2002,0
54,1210,1110,5,5,223,284,1790,3,126,16,1993,0
161,917,745,1,3,235,733,307,11,184,1,2000,1
166,2332,2045,9,3,279,1085,580,2,95,16,1994,1
161,1837,1755,3,1,324,936,2047,4,154,27,2006,0
77,249,36,16,4,299,368,780,9,177,13,1993,1
101,1540,1403,12,1,78,388,5801,1,153,17,2004,1
201,1722,1310,10,7,245,1324,426,9,154,5,1995,1
157,2004,1740,13,3,245,951,618,1,245,25,1988,1
239,1602,1000,17,5,235,1846,126,7,295,24,1992,0
53,0,0,6,6,81,189,2564,3,22,1,1999,0
75,1240,1130,11,5,151,429,1174,2,196,5,1994,1
77,930,805,10,3,301,404,1665,8,307,26,2005,0
219,1234,1050,21,5,85,1491,1093,5,52,24,2004,1
50,1435,1330,14,6,39,185,534,1,184,19,1989,0
120,2053,1848,9,7,231,693,1205,9,239,1,2001,1
209,2112,1930,24,2,301,1518,399,9,226,16,1991,0
244,1809,1520,17,6,68,1474,968,11,302,25,2007,1
144,1513,1150,2,2,198,1005,1658,4,239,24,2002,1
85,1531,1415,9,1,235,258,58,7,313,22,2001,1
44,1703,1623,10,1,143,163,189,3,173,12,2008,0
42,937,848,20,2,66,95,1584,3,95,16,2001,0
288,1040,904,30,3,234,1900,789,4,20,7,2008,1
106,1725,1445,17,7,85,602,490,6,250,25,2007,1
79,1008,957,5,1,202,332,442,3,20,7,1990,1
45,1648,1548,24,4,154,130,3785,1,89,15,2002,0
150,1837,1600,29,1,39,946,1220,1,20,7,2007,0
153,1311,1135,19,4,2,934,123,8,313,22,1999,1
61,2040,1930,19,5,229,337,865,6,179,26,1998,0
48,926,835,15,1,267,130,2237,7,69,25,1991,0
90,1234,1105,21,6,20,445,785,1,312,7,1995,1
78,1413,1259,22,4,105,199,1288,5,86,27,2008,0
280,1805,1110,8,6,260,2277,401,3,250,26,2008,0
76,1236,1135,15,6,249,150,3680,12,303,18,2007,1
167,1933,1535,21,2,245,1302,1668,2,89,25,2006,1
139,2329,2045,4,6,207,1013,885,7,255,25,1998,0
71,1303,1155,22,6,251,325,1902,1,160,25,2000,1
116,955,645,20,6,39,867,1156,1,239,24,1996,0
140,1706,1535,29,2,281,874,1507,12,20,7,1998,0
192,2035,1914,1,4,324,1245,377,9,313,22,1988,0
134,1612,1425,8,1,232,538,5766,10,205,0,2007,1
122,2334,2130,11,3,181,761,580,2,20,7,1998,0
59,1952,1750,30,7,93,229,1458,4,203,16,1995,1
62,2028,1940,3,3,322,223,795,2,199,8,1988,1
150,1939,1806,21,1,246,868,1807,3,89,1,2005,1
95,1939,1756,24,7,20,481,1283,6,274,7,2007,0
107,1033,850,16,6,20,545,472,12,245,7,2000,1
289,1715,1023,11,3,39,2300,826,3,250,13,1992,1
50,1023,935,7,7,68,130,2325,3,271,25,1993,1
337,428,2025,12,1,176,2486,46,5,234,24,2008,1
53,1235,1140,19,5,146,276,554,5,147,26,1995,0
301,758,2359,27,6,150,2419,198,1,295,24,2001,0
92,1144,1007,2,3,150,515,7315,7,286,28,2008,0
155,1907,1745,1,5,156,377,4769,8,20,9,2003,1
45,1902,1820,7,6,283,89,3309,12,179,15,2002,0
145,1631,1300,7,5,68,936,5008,4,89,28,2006,1
150,1913,1730,28,7,235,867,1177,3,41,1,1999,0
111,1450,1355,24,3,176,677,789,9,2,26,1997,0
84,1932,1820,25,5,229,361,1594,10,238,24,1991,1
185,1154,1050,21,5,49,1231,339,7,89,1,2000,1
92,2330,2200,19,1,105,487,252,3,95,16,1990,1
94,1849,1710,2,1,267,416,445,2,107,5,2004,0
78,1935,1835,14,1,309,260,212,3,94,22,1988,1
265,2330,1545,11,2,150,2288,36,2,179,1,1997,0
177,1400,1250,21,3,246,1262,947,8,313,26,1996,0
202,1448,1215,23,1,16,1449,1,7,294,3,2007,0
118,1636,1345,23,1,13,723,391,11,239,24,1998,1
189,2045,1530,12,1,37,1448,520,7,250,26,1993,1
73,1117,1105,16,2,210,318,638,12,79,7,2003,0
159,1748,1507,22,6,290,1050,593,7,284,3,2006,0
77,1855,1830,16,3,85,472,579,8,236,24,1995,0
79,2312,2155,9,1,223,334,1199,10,239,1,2000,1
62,1628,1530,29,4,151,224,721,1,89,5,1998,1
207,1740,1455,29,3,151,1400,63,9,107,5,2004,1
92,852,600,4,5,299,580,4123,7,346,18,2008,0
132,2155,1945,26,6,198,759,1189,4,86,25,2003,0
144,2135,1755,11,1,279,1105,285,3,203,14,1991,0
85,1202,1031,4,4,181,478,286,5,70,25,2000,0
152,1040,700,22,4,105,1008,2997,3,226,27,2007,1
249,2259,1632,15,2,39,2105,466,6,303,7,1993,0
29,1029,1000,7,2,68,83,657,6,135,24,1988,0
299,1550,730,12,5,168,2475,46,3,179,24,1993,0
134,1521,1310,28,6,78,752,1443,6,41,7,2003,1
81,1359,1335,14,5,128,352,4790,3,20,9,2008,0
83,1731,1600,5,2,181,478,293,12,70,25,1995,0
69,1445,1331,24,4,182,355,836,6,250,13,1993,0
109,1102,800,22,1,84,719,202,3,313,22,1999,0
77,1329,1224,24,2,167,270,237,11,20,8,1987,1
118,1210,1100,5,5,235,612,611,11,86,24,2004,0
108,1147,945,12,5,66,563,1470,10,41,5,2007,0
90,1911,1730,30,5,157,428,2643,5,69,28,2008,1
158,5,1925,31,5,281,1210,465,10,179,26,2008,0
149,2253,2028,6,4,281,786,199,1,313,22,2000,1
309,2125,1325,8,4,176,2486,254,8,234,1,2002,0
54,1334,1235,22,4,235,215,4202,8,192,15,2002,1
74,1453,1329,21,1,291,451,6406,5,104,18,2007,0
174,1950,1630,1,4,198,1121,2415,11,41,7,2001,0
94,1235,1105,6,7,151,458,2546,4,180,27,2003,1
203,1322,1203,9,1,280,1303,1991,11,154,5,1998,1
60,1540,1440,16,5,50,169,1557,9,107,5,1994,1
50,824,740,17,3,135,134,706,2,225,16,1999,0
113,1355,1100,22,1,181,733,70,11,239,24,1993,0
107,2217,2125,24,7,223,528,751,2,95,16,2002,1
52,952,905,30,3,143,216,121,1,166,12,2008,0
68,1040,940,9,7,246,256,879,6,177,26,1996,1
86,1855,1732,4,3,39,413,1068,11,153,24,1987,1
52,610,520,12,1,163,216,40,3,146,2,2001,0
40,750,800,19,4,157,182,53,7,70,25,1990,0
335,946,710,25,1,291,2585,732,5,210,24,1998,0
137,959,740,3,6,176,834,1031,8,246,24,2002,0
63,1728,1625,16,1,315,279,1472,6,255,25,2003,0
59,817,615,10,4,82,240,332,5,239,24,1990,0
135,1504,1235,10,4,20,760,931,12,171,7,1998,0
94,2113,1945,13,7,68,448,830,8,249,25,2000,1
128,1720,1615,28,1,229,646,271,11,250,26,2005,1
205,1607,1343,22,4,20,665,993,2,249,25,2001,1
164,1905,1625,8,3,198,950,1161,8,184,7,1990,1
104,1222,930,22,2,26,783,398,9,239,24,1998,0
104,1910,1815,6,5,37,588,431,6,52,26,2008,0
120,1547,1305,29,5,289,603,1434,11,226,16,1991,1
146,2146,1723,8,7,87,868,548,8,250,13,1993,1
56,754,700,31,5,251,210,1711,1,52,25,1992,1
100,1155,910,11,6,198,616,199,7,39,26,1998,0
129,2053,1800,9,5,84,612,624,5,239,24,2003,1
173,1715,1400,9,4,207,1097,749,11,184,1,2006,1
98,2245,2056,26,3,242,569,1066,2,300,1,1992,0
273,1938,1750,23,5,290,1927,581,12,95,16,1988,1
43,754,715,25,3,78,70,1256,3,182,7,1998,1
201,1736,1440,23,1,241,1035,1497,6,184,7,2008,1
74,1120,1115,12,5,246,328,854,8,2,13,1988,1
47,755,715,25,5,157,135,1647,10,105,25,1991,1
310,558,2200,16,5,176,2486,1212,3,234,7,2007,1
167,2141,2000,3,1,235,1005,1963,7,201,24,2000,0
119,1355,1145,24,2,181,722,5606,8,286,17,2004,1
79,2137,1915,23,7,66,448,346,5,39,1,1993,0
126,1012,950,3,2,200,402,241,3,255,25,1992,1
78,1910,1735,8,7,87,408,3810,6,169,18,2003,0
151,1514,1244,12,7,235,925,446,7,154,1,1992,1
45,2130,2046,23,2,241,174,1914,7,323,7,1991,0
52,807,610,22,6,78,203,1920,4,288,7,1995,0
140,1330,1053,2,3,39,946,640,5,20,8,1990,0
169,759,600,27,6,78,623,1225,6,13,7,1998,1
48,2105,2010,19,6,281,248,193,12,83,26,1987,1
47,1146,1105,14,2,220,77,1757,5,295,24,1991,1
67,1103,1000,9,2,39,185,2122,5,184,25,2006,0
183,2131,1635,6,7,223,1175,616,6,125,16,1999,1
76,1451,1325,18,3,151,395,2587,2,235,27,2004,0
52,1805,1710,7,1,281,248,167,2,83,26,1994,0
207,1820,1150,21,7,78,1569,1539,5,250,7,2006,0
172,1836,1415,25,1,181,1389,730,9,89,1,1995,0
127,1915,1741,20,7,73,911,5871,5,239,18,2007,1
69,1505,1345,4,2,176,337,1817,12,295,24,2001,0
85,902,730,15,6,39,413,1698,5,153,25,1999,0
80,1033,925,2,5,223,282,1706,7,236,16,2004,1
273,1205,633,11,2,298,2072,1609,5,239,1,2004,0
76,1938,1900,24,1,24,105,1144,7,249,25,1995,1
213,913,630,1,5,87,1389,527,10,184,7,1999,0
156,1313,1135,29,3,296,948,415,3,87,24,2000,0
225,1058,910,7,2,291,1589,351,10,226,16,1997,1
86,2226,1955,18,7,274,528,944,12,239,24,1988,1
64,1630,1531,31,3,317,223,1249,1,20,7,1996,1
51,1945,1845,21,6,296,188,1454,10,276,26,2006,0
115,1722,1550,1,4,68,490,2372,9,216,25,1994,1
124,1842,1530,27,6,85,862,1534,3,179,24,1999,0
56,1205,1110,18,3,61,168,542,7,69,25,2001,0
93,1021,835,6,3,85,649,1790,3,40,24,2002,0
78,1105,1035,28,3,37,448,1001,7,67,26,2004,0
122,1640,1445,13,6,229,671,1718,9,294,26,1997,1
93,1046,900,29,5,93,470,5830,6,23,0,2007,0
54,1132,1035,2,5,309,228,309,3,64,22,2001,0
221,2130,2040,7,5,246,1569,647,6,79,7,1996,0
59,2233,2120,10,4,26,313,1724,1,86,25,2008,0
278,1926,1730,18,4,176,1979,333,5,95,16,2000,1
92,1515,1340,4,7,151,469,1589,7,205,16,2004,0
295,1455,700,5,4,113,2342,1963,10,179,1,2006,0
148,1025,650,21,1,181,1020,502,2,226,16,1994,0
248,2323,1735,15,2,210,1756,984,6,179,16,2004,1
126,850,650,7,2,229,671,722,6,294,3,1988,1
72,1200,1135,3,7,309,410,2068,12,70,26,2000,0
59,1251,1200,14,5,63,196,7663,3,239,6,2003,1
50,2020,1928,10,3,68,130,159,1,271,1,1990,0
105,1930,1810,22,7,20,270,1187,10,170,7,2006,1
78,2050,1920,18,1,50,377,237,7,209,26,2005,1
246,2113,1850,12,1,290,1721,1073,7,239,1,1999,0
199,1424,1005,8,2,224,1428,2076,9,303,7,1998,1
187,1015,855,25,7,49,1231,817,11,89,1,2007,0
38,1120,1040,6,2,260,108,704,2,164,26,2001,0
58,802,705,18,3,157,177,322,4,239,24,2001,0
76,1045,826,30,4,330,342,5734,8,205,0,2007,0
79,1315,1100,26,6,66,316,6892,11,239,18,2005,1
32,656,622,19,6,143,100,105,8,234,12,2006,0
40,1515,1430,20,6,93,95,1670,11,67,5,1993,1
68,1627,1520,12,2,315,317,2390,10,67,27,2004,0
61,841,742,25,6,151,191,636,9,285,5,1999,0
134,1930,1622,19,3,196,919,1486,5,303,7,1993,1
133,2145,1935,8,7,267,700,576,6,210,1,2003,1
38,2020,1940,22,7,143,100,1852,5,234,7,1994,1
89,2055,1821,11,1,117,483,298,10,87,24,1993,0
167,1323,931,6,6,270,1158,1784,10,89,1,2001,0
148,1300,1147,24,7,272,804,1453,6,87,24,2007,1
229,1330,630,21,2,78,1865,900,11,284,7,2000,0
190,1754,1240,20,3,151,1379,180,3,179,5,1991,1
90,2240,1940,20,6,33,696,1886,8,303,7,1988,0
145,845,710,19,7,235,1012,1623,9,323,24,1999,0
67,909,800,11,6,270,259,658,11,255,25,2000,0
121,1055,905,25,6,322,585,1839,7,239,1,1998,1
160,2227,1950,17,4,181,1035,474,8,245,22,2000,1
146,1016,837,27,1,291,967,819,1,87,24,1992,0
134,1707,1400,5,1,223,774,1264,2,142,16,1996,1
60,2335,2240,23,1,184,304,1188,8,89,7,1993,0
44,930,845,24,6,132,152,1204,6,136,5,1995,0
346,1415,1145,20,3,176,2475,31,7,171,22,1994,1
193,600,140,19,3,290,1449,134,2,16,3,2003,0
56,2246,2152,22,5,52,191,830,10,20,7,2004,1
95,1740,1550,19,4,296,621,361,7,250,26,2007,0
100,923,800,27,5,176,337,1103,3,295,24,1992,1
129,1715,1500,16,3,200,825,1644,11,227,5,1994,0
246,1209,1000,28,7,176,1745,115,5,239,24,2000,0
60,1322,1230,15,1,251,205,49,2,86,25,1988,1
378,1447,1135,9,7,291,2704,35,7,41,24,1995,1
80,959,830,29,5,78,411,2009,5,86,7,1998,0
55,759,600,4,1,66,261,141,6,160,25,1990,0
134,1735,1408,18,6,319,929,584,6,89,1,2005,0
214,1648,1445,3,6,151,1091,1995,3,67,5,2001,1
70,810,700,21,2,229,325,850,11,51,26,2000,0
91,1003,820,22,4,20,554,595,10,67,5,1992,0
72,830,720,19,1,85,391,637,6,303,26,2006,0
162,1309,1121,3,6,235,867,1547,4,41,1,2004,0
131,6,2136,11,3,176,954,280,5,294,3,2005,1
96,2232,2045,30,2,181,501,432,6,95,16,1992,0
85,1442,1310,30,6,151,469,1085,6,205,16,2001,1
131,1935,1820,9,5,235,612,1365,2,86,1,2001,0
44,810,730,5,1,170,163,1001,2,146,28,2007,1
82,1639,1514,29,2,235,409,2014,9,39,1,1998,0
213,815,630,20,7,174,1521,1755,5,203,26,2007,0
36,543,505,2,4,235,67,1044,1,213,24,1992,0
38,2130,2045,3,7,258,110,6123,4,179,18,2005,0
80,1954,1830,10,1,39,370,921,3,52,11,2008,1
93,1449,1330,26,5,20,227,2187,5,69,25,2000,1
65,815,700,6,1,224,437,275,11,83,26,1995,0
156,2122,1840,2,5,93,983,445,2,323,16,1996,0
106,2057,2020,3,5,309,440,171,3,95,22,1995,1
46,1055,1004,26,1,11,143,1969,6,20,7,1995,1
74,738,615,13,1,251,335,1159,2,184,25,1995,0
273,2009,1240,28,2,93,1957,284,12,284,16,1999,1
85,1438,1300,19,1,196,460,4229,1,89,9,2004,0
117,715,620,24,5,37,588,649,2,52,26,2006,0
249,2030,1740,30,7,151,1416,627,3,184,5,1997,1
52,1710,1610,3,5,50,169,1623,6,107,5,1994,0
145,46,2122,25,5,207,964,688,6,154,5,1993,1
102,815,721,23,7,235,589,393,5,153,24,1999,0
144,1629,1509,13,2,235,719,862,9,107,1,2005,1
36,1430,1345,16,3,23,92,420,1,69,25,2002,0
90,840,817,29,4,235,316,4382,1,67,15,2004,0
71,1759,1745,13,3,210,331,2652,2,70,18,2008,0
54,1752,1700,11,4,330,177,1663,7,69,25,1996,0
81,1409,1245,1,2,198,403,1736,2,20,7,2005,1
108,1122,930,7,1,68,631,61,4,115,25,1997,0
243,1050,855,26,5,246,1569,319,2,79,7,1993,1
80,2359,2124,3,7,93,440,320,9,313,22,1995,0
80,1440,1315,26,4,223,334,553,6,239,24,2008,0
293,1110,850,23,3,170,2367,59,5,295,24,2007,0
66,1105,1005,10,6,174,223,1038,1,51,26,2004,1
48,919,825,17,7,207,204,1779,2,323,25,1991,0
164,1241,945,15,2,113,1076,2354,8,184,25,1995,0
36,1258,1218,4,7,143,163,129,9,173,12,2005,0
49,2010,1910,24,3,50,210,861,9,255,26,2008,0
98,1847,1653,12,6,267,612,233,11,41,1,1988,0
37,1348,1310,7,6,246,110,34,1,328,13,1995,1
252,1832,1121,18,5,20,1900,698,5,238,7,2007,0
93,1008,835,13,1,144,484,1083,6,205,16,1988,0
116,2214,2025,8,1,20,516,1194,1,240,7,2001,1
263,2210,1950,9,2,303,1726,473,8,239,24,2005,1
94,1620,1552,26,5,85,472,551,8,236,24,1994,1
120,1516,1425,16,1,246,602,1657,9,87,24,2002,1
282,2054,1900,16,4,290,1927,577,9,95,16,1993,0
112,1503,1400,31,2,200,601,4293,1,86,23,2006,0
156,1634,1355,8,3,198,950,257,7,184,7,1998,0
76,1938,1830,2,3,181,214,1964,3,86,7,2005,1
328,17,1600,24,4,168,2586,20,3,295,1,2005,1
207,1310,800,24,1,309,1372,440,7,177,22,2000,1
72,1905,1855,28,7,210,238,437,3,95,16,1999,1
84,1802,1540,31,5,69,410,276,10,313,22,1997,1
133,1028,830,9,2,167,663,2316,4,52,25,1996,1
40,1051,1010,17,1,101,109,249,9,255,25,1990,1
135,1520,1304,14,3,251,873,710,7,323,25,1999,1
85,1320,1200,8,7,68,361,2679,10,52,28,2006,1
157,1020,730,1,5,161,1093,2472,8,115,26,2008,0
357,1143,835,18,5,176,2611,23,7,41,24,2003,0
102,1143,1005,27,7,241,545,1165,7,20,7,2003,0
70,1639,1525,30,2,20,259,1837,10,62,7,2007,0
113,957,700,17,7,26,783,218,9,239,1,1995,0
157,2007,1730,4,2,290,965,337,10,185,3,2005,0
259,955,827,11,4,246,1848,2561,9,201,13,1997,0
114,1330,1154,7,4,244,508,1573,7,20,7,2005,1
77,1655,1600,30,7,157,162,1524,5,203,26,2004,1
116,2050,1800,26,3,246,646,497,2,232,26,1992,1
51,1249,1150,31,1,68,227,186,5,20,7,1999,0
103,936,740,30,1,87,551,3099,9,313,1,2002,1
216,1734,1515,12,5,246,1671,67,11,95,16,1999,0
166,814,630,26,7,87,861,855,12,84,1,2004,1
82,1805,1645,26,3,309,462,991,3,235,26,2008,1
158,2042,1700,24,1,181,1107,878,11,199,25,1997,0
111,850,650,25,4,290,679,357,11,295,3,1999,0
132,2040,1732,2,2,85,862,194,1,179,24,1996,1
32,755,715,1,4,80,78,697,11,216,5,1990,0
210,1120,915,15,4,174,1521,1745,12,203,26,2005,0
280,1049,816,15,4,290,1721,755,11,239,24,1990,1
42,1231,1140,23,6,20,143,1805,8,11,7,1997,0
330,1028,800,3,2,143,2556,755,8,179,23,2004,1
90,2120,1935,27,6,290,564,2090,8,276,26,2005,0
67,1350,1250,22,2,100,347,198,2,250,26,2000,1
107,1445,1250,3,4,20,576,517,8,52,7,2000,0
128,2045,1730,19,6,267,904,25,5,199,27,2007,0
162,1500,1052,10,4,235,1249,1108,2,303,24,2005,0
75,1218,1000,25,2,20,432,1723,8,160,7,1992,0
185,1911,1405,7,6,309,1372,70,11,177,22,1987,1
300,2025,1200,20,6,168,2475,4,1,179,1,2007,1
73,1855,1640,26,6,251,402,1192,4,203,26,2008,1
151,800,625,22,5,309,887,235,8,184,22,1997,0
74,1240,1130,21,6,246,328,577,11,2,26,1998,1
76,1047,924,21,1,192,389,4454,11,20,9,2005,0
106,1123,951,30,7,176,337,2023,4,295,24,2000,1
71,1522,1406,5,4,315,374,1554,5,95,16,2005,1
261,1848,1240,16,4,202,1870,20,4,294,16,1992,1
105,1346,1240,9,3,235,678,1264,6,249,25,2004,0
70,2109,2015,8,1,93,95,1595,10,67,16,1990,1
81,2005,1900,15,6,299,223,3695,12,316,18,2007,0
238,1651,1445,23,6,280,1723,575,8,239,24,2003,0
92,1100,915,9,4,84,547,130,8,20,8,1990,1
73,1221,1110,20,5,51,347,2074,9,303,7,1996,1
100,1508,1335,24,2,68,508,1617,7,323,25,2007,1
75,1205,1030,26,1,308,445,1084,6,20,7,2000,1
49,2310,2210,5,5,315,194,135,2,107,20,1988,1
95,758,618,11,2,309,551,900,9,89,22,2001,0
51,2151,2055,24,7,87,247,356,7,285,7,1994,0
281,551,2200,16,5,50,2329,60,6,179,25,2000,0
101,1135,945,14,3,272,601,172,7,250,26,2004,0
53,905,810,10,4,81,237,11,1,326,26,2002,0
107,2217,2030,21,5,281,625,1032,5,205,16,1999,0
57,1743,1640,16,2,223,197,457,6,120,16,1998,0
265,1221,650,8,3,298,2072,1470,5,239,1,2002,0
131,1750,1445,15,2,85,844,302,10,111,24,1991,1
72,1219,1112,19,2,87,237,2268,10,326,1,1993,1
325,1105,815,31,3,176,2401,99,3,249,24,1993,0
115,1532,1345,7,4,279,600,1142,3,69,25,1996,1
77,2029,1905,14,4,150,383,1855,7,136,6,2005,1
78,818,700,14,2,66,310,217,2,86,5,1995,0
200,1945,1715,14,3,151,1400,145,10,107,5,1987,0
115,759,700,31,1,235,612,1407,3,86,1,1997,0
91,736,550,8,4,20,576,999,6,52,7,1995,0
249,1355,1140,27,2,85,1709,1585,4,210,24,1999,0
113,55,2300,24,4,105,745,163,2,20,7,1994,1
93,921,730,23,1,39,563,244,5,67,5,1988,1
66,1448,1335,19,5,309,342,3018,4,236,1,2002,0
125,1557,1505,17,3,128,620,1903,10,115,11,2007,1
161,844,655,20,5,151,1076,1747,3,95,5,1998,0
70,1655,1550,2,4,38,291,925,2,303,26,2006,1
136,1345,1130,16,2,198,895,829,6,67,7,1992,1
95,908,720,4,2,309,604,358,1,227,22,2000,0
67,1627,1512,16,7,93,296,1683,5,278,16,2004,0
132,1313,1000,24,6,179,828,2405,5,154,27,2008,1
38,1636,1600,19,4,270,147,251,3,277,25,1992,1
60,2133,2035,6,6,20,259,1021,10,62,7,1990,1
102,1356,1145,5,6,207,650,1831,1,69,25,2008,1
101,820,635,12,1,290,605,409,12,305,3,1994,0
109,1624,1335,13,7,93,610,292,11,205,16,2005,0
45,2056,1910,1,5,69,182,20,6,160,25,1990,1
108,1610,1520,3,2,100,677,1329,2,147,26,1998,0
133,1914,1556,8,1,198,853,1086,12,154,5,2003,0
309,1142,900,4,1,291,1807,27,3,205,16,1996,1
290,1543,800,12,4,105,2133,1034,4,250,5,2007,1
119,1037,905,1,4,299,391,3868,2,87,18,2007,1
91,1754,1620,12,1,20,446,489,8,70,7,1996,1
75,730,610,28,1,181,378,4400,7,32,15,2003,0
77,1553,1430,18,1,50,361,480,8,69,11,2008,1
99,1616,1435,30,2,241,545,1243,10,20,7,2001,0
75,2318,2200,28,7,68,366,520,5,255,25,2000,0
112,1218,1035,8,7,207,595,799,12,20,7,1996,1
167,1025,735,17,4,198,950,883,12,184,24,1992,0
59,1122,1025,30,3,330,152,2106,10,20,7,2002,0
88,1002,825,16,6,202,491,863,6,239,24,1990,0
273,1741,1515,21,4,87,1192,543,1,86,1,1993,1
210,1054,715,27,6,298,1565,1785,10,52,1,2001,1
64,1901,1800,23,1,84,296,1731,7,50,25,1990,1
60,859,750,12,6,270,256,5082,8,69,28,2006,0
81,2120,2000,10,1,176,337,805,8,295,7,1992,1
77,1040,915,3,4,174,407,1668,8,232,26,2006,0
60,1817,1710,13,7,196,237,117,7,313,22,1997,0
186,1306,1015,10,7,207,1086,603,9,107,5,1995,1
198,1115,800,16,6,198,1121,2503,9,41,7,2000,0
106,1355,1155,12,6,105,628,2784,8,62,27,2006,0
169,1644,1400,27,4,319,920,1957,12,249,25,2001,1
56,900,805,15,2,87,190,1573,8,298,7,2000,0
203,1719,1251,4,1,181,1389,732,7,89,1,2005,0
63,2239,2137,15,3,251,201,973,8,95,16,2007,1
47,1518,1430,9,6,317,200,801,5,323,25,1992,0
60,1300,1200,5,3,303,226,239,3,177,13,1997,0
159,1737,1541,25,4,223,930,372,11,69,25,1999,0
178,1324,820,25,4,87,1345,1410,8,276,1,2005,0
187,1239,740,16,7,68,1337,122,7,87,25,2000,1
70,1755,1640,24,2,272,390,1135,11,179,26,1998,1
178,1442,1230,8,4,235,1182,1209,9,115,24,1994,0
150,1247,1005,6,7,93,957,1817,8,201,16,1995,0
167,1627,1249,30,1,113,1119,1168,12,89,1,1996,1
104,1538,1354,18,5,20,515,186,4,283,11,2008,0
168,1049,658,12,5,50,1217,324,5,89,1,2006,0
148,924,544,27,1,85,1024,696,10,294,24,2008,0
296,1202,940,14,5,280,2077,1135,12,69,25,2007,0
86,1930,1910,8,4,309,307,503,9,79,7,1994,1
62,1949,1845,10,2,245,212,1123,8,13,25,1993,0
64,726,610,26,2,176,337,1801,11,295,24,2002,0
87,2310,2155,11,4,237,451,121,1,255,25,1990,1
81,2110,1945,6,3,144,453,505,3,326,26,1991,0
200,1031,846,16,7,290,1024,875,4,87,24,2006,1
60,1110,1019,8,4,87,190,551,11,298,7,1990,1
58,2210,2110,10,3,184,296,1874,10,83,26,2001,1
97,1630,1500,24,5,105,200,359,7,41,5,1998,1
129,1444,1129,25,6,85,850,6396,10,51,18,2008,0
65,2115,2010,19,1,49,358,1389,2,305,26,1996,1
138,1958,1740,9,4,78,879,760,9,283,7,1993,0
88,2222,2058,14,4,44,503,147,3,109,3,1996,1
129,1103,800,4,4,20,781,652,5,155,7,1995,1
